# ref_application_id 294775143974774
# ref_asset_id -13305
"id"	"title"	"link"	"image_link"	"price"	"availability"	"condition"	"description"	"google_product_category"	"brand"	"additional_image_link"	"color"	"size"	"item_group_id"	"product_type"	"shipping"	"shipping_size"	"custom_label_0"	"custom_label_1"	"custom_label_2"	"custom_label_3"
"27330"	"Nike Dualtone Racer Wolf Grey/ Cool Grey-White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/27330-nike-dualtone-racer-wolf-grey-cool-grey-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=150391"	"2390.00 CZK"	"in stock"	"new"	"Nike Dualtone Racer Wolf Grey/ Cool Grey-White si můžete vybrat ve Footshopu jenom za 2390 Kč. Značka: Nike, Barva: Šedá, Dostupné velikosti: 42,45.5,46,47"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=150392,https://www.footshop.cz/Feeds/Crop.php?img=150393,https://www.footshop.cz/Feeds/Crop.php?img=150394,https://www.footshop.cz/Feeds/Crop.php?img=150395,https://www.footshop.cz/Feeds/Crop.php?img=150396"	"Šedá"	"42,45.5,46,47"	"27330"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"42,45.5,46,47"	"nike-dualtone-racer"	""	""	"Dostupné velikosti: 42,45.5,46,47"
"27399"	"Nike W Dualtone Racer Woven Black/ Black-Vachetta Tan-White"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/27399-nike-w-dualtone-racer-woven-black-black-vachetta-tan-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=151072"	"2390.00 CZK"	"in stock"	"new"	"Nike W Dualtone Racer Woven Black/ Black-Vachetta Tan-White si můžete vybrat ve Footshopu jenom za 2390 Kč. Značka: Nike, Barva: Černá, Dostupné velikosti: 36.5,37.5,38,38.5,39,40,40.5,42.5"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=151073,https://www.footshop.cz/Feeds/Crop.php?img=151074,https://www.footshop.cz/Feeds/Crop.php?img=151075,https://www.footshop.cz/Feeds/Crop.php?img=151076,https://www.footshop.cz/Feeds/Crop.php?img=151077"	"Černá"	"36.5,37.5,38,38.5,39,40,40.5,42.5"	"27399"	"Dámské tenisky a boty"	"CZ::GLS:69 CZK"	"36.5,37.5,38,38.5,39,40,40.5,42.5"	"nike-dualtone-racer"	"3290 Kč"	"27"	"Dostupné velikosti: 36.5,37.5,38,38.5,39,40,40.5,42.5"
"22384"	"Diadora V7000 Ita Alpini Warm Sand"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/22384-diadora-v7000-ita-alpini-warm-sand.html"	"https://www.footshop.cz/Feeds/Crop.php?img=125937"	"2990.00 CZK"	"in stock"	"new"	"Diadora V7000 Ita Alpini Warm Sand si můžete vybrat ve Footshopu jenom za 2990 Kč. Značka: Diadora, Barva: Hnědá, Dostupné velikosti: 41,42,42.5,44,45,46"	"187"	"Diadora"	"https://www.footshop.cz/Feeds/Crop.php?img=125938,https://www.footshop.cz/Feeds/Crop.php?img=125939,https://www.footshop.cz/Feeds/Crop.php?img=125940,https://www.footshop.cz/Feeds/Crop.php?img=125941,https://www.footshop.cz/Feeds/Crop.php?img=125942"	"Hnědá"	"41,42,42.5,44,45,46"	"22384"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42,42.5,44,45,46"	""	"4890 Kč"	"39"	"Dostupné velikosti: 41,42,42.5,44,45,46"
"27577"	"adidas Superstar OG Ftw White/ Core Red/ Off White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/27577-adidas-superstar-og-ftw-white-core-red-off-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=152530"	"3190.00 CZK"	"in stock"	"new"	"adidas Superstar OG Ftw White/ Core Red/ Off White si můžete vybrat ve Footshopu jenom za 3190 Kč. Značka: adidas Originals, Barva: Bílá, Dostupné velikosti: 42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=152532,https://www.footshop.cz/Feeds/Crop.php?img=152533,https://www.footshop.cz/Feeds/Crop.php?img=152531,https://www.footshop.cz/Feeds/Crop.php?img=152534,https://www.footshop.cz/Feeds/Crop.php?img=152535"	"Bílá"	"42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"	"27577"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"	"adidas-superstar"	""	""	"Dostupné velikosti: 42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"
"224"	"Vans Authentic True White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/224-vans-authentic-bila.html"	"https://www.footshop.cz/Feeds/Crop.php?img=196423"	"1490.00 CZK"	"in stock"	"new"	"Vans Authentic True White si můžete vybrat ve Footshopu jenom za 1490 Kč. Značka: Vans, Barva: Bílá, Dostupné velikosti: 34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47,48,49"	"187"	"Vans"	"https://www.footshop.cz/Feeds/Crop.php?img=196425,https://www.footshop.cz/Feeds/Crop.php?img=196426,https://www.footshop.cz/Feeds/Crop.php?img=196424,https://www.footshop.cz/Feeds/Crop.php?img=196427,https://www.footshop.cz/Feeds/Crop.php?img=196428"	"Bílá"	"34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47,48,49"	"224"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47,48,49"	"vans-authentic"	""	""	"Dostupné velikosti: 34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47,48,49"
"27536"	"Nike Footscape Flyknit Dm Light Bone/ Light Bone-Sand"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/27536-nike-footscape-flyknit-dm-light-bone-light-bone-sand.html"	"https://www.footshop.cz/Feeds/Crop.php?img=152332"	"4290.00 CZK"	"in stock"	"new"	"Nike Footscape Flyknit DM Light Bone/ Light Bone-Sand si můžete vybrat ve Footshopu jenom za 4290 Kč. Značka: Nike, Barva: Hnědá, Dostupné velikosti: 41,42,42.5,43,44,44.5,45,45.5,46,47"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=152334,https://www.footshop.cz/Feeds/Crop.php?img=152335,https://www.footshop.cz/Feeds/Crop.php?img=152333,https://www.footshop.cz/Feeds/Crop.php?img=152336,https://www.footshop.cz/Feeds/Crop.php?img=152337"	"Hnědá"	"41,42,42.5,43,44,44.5,45,45.5,46,47"	"27536"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42,42.5,43,44,44.5,45,45.5,46,47"	"nike-footscape"	""	""	"Dostupné velikosti: 41,42,42.5,43,44,44.5,45,45.5,46,47"
"24949"	"adidas Superstar BW3S SlipOn W Crystal White/ Off White/ Core Black"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/24949-adidas-superstar-bw3s-slipon-w-crystal-white-off-white-core-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=139868"	"2590.00 CZK"	"in stock"	"new"	"adidas Superstar BW3S SlipOn W Crystal White/ Off White/ Core Black si můžete vybrat ve Footshopu jenom za 2590 Kč. Značka: adidas Originals, Barva: Bílá, Dostupné velikosti: 36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42 2/3,43 1/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=139870,https://www.footshop.cz/Feeds/Crop.php?img=139871,https://www.footshop.cz/Feeds/Crop.php?img=139869,https://www.footshop.cz/Feeds/Crop.php?img=139872,https://www.footshop.cz/Feeds/Crop.php?img=139873"	"Bílá"	"36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42 2/3,43 1/3"	"24949"	"Dámské tenisky a boty"	"CZ::GLS:0 CZK"	"36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42 2/3,43 1/3"	"adidas-superstar"	""	""	"Dostupné velikosti: 36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42 2/3,43 1/3"
"28427"	"Asics Tiger Gel-Mai Knit White/ White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/28427-asics-tiger-gel-mai-knit-white-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=157239"	"2990.00 CZK"	"in stock"	"new"	"Asics Tiger Gel-Mai Knit White/ White si můžete vybrat ve Footshopu jenom za 2990 Kč. Značka: Asics, Barva: Bílá, Dostupné velikosti: 44,44.5,45,46,46.5,47"	"187"	"Asics"	"https://www.footshop.cz/Feeds/Crop.php?img=157241,https://www.footshop.cz/Feeds/Crop.php?img=157242,https://www.footshop.cz/Feeds/Crop.php?img=157240,https://www.footshop.cz/Feeds/Crop.php?img=157243,https://www.footshop.cz/Feeds/Crop.php?img=157244"	"Bílá"	"44,44.5,45,46,46.5,47"	"28427"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"44,44.5,45,46,46.5,47"	""	"4890 Kč"	"39"	"Dostupné velikosti: 44,44.5,45,46,46.5,47"
"28803"	"Under Armour Speedform Slingshot 2 White/ Black/ Metallic Victory Gold"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/28803-under-armour-speedform-slingshot-2-white-black-metallic-victory-gold.html"	"https://www.footshop.cz/Feeds/Crop.php?img=158485"	"2390.00 CZK"	"in stock"	"new"	"Under Armour Speedform Slingshot 2 White/ Black/ Metallic Victory Gold si můžete vybrat ve Footshopu jenom za 2390 Kč. Značka: Under Armour, Barva: Šedá, Dostupné velikosti: 44,44.5,45,45.5,47"	"187"	"Under Armour"	"https://www.footshop.cz/Feeds/Crop.php?img=158486,https://www.footshop.cz/Feeds/Crop.php?img=158487,https://www.footshop.cz/Feeds/Crop.php?img=158488,https://www.footshop.cz/Feeds/Crop.php?img=158489,https://www.footshop.cz/Feeds/Crop.php?img=158490"	"Šedá"	"44,44.5,45,45.5,47"	"28803"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"44,44.5,45,45.5,47"	""	"3390 Kč"	"29"	"Dostupné velikosti: 44,44.5,45,45.5,47"
"28522"	"adidas Stan Smith W Footwear White/ Footwear White/ Wonder Pink"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/28522-adidas-stan-smith-w-footwear-white-footwear-white-wonder-pink.html"	"https://www.footshop.cz/Feeds/Crop.php?img=157413"	"2590.00 CZK"	"in stock"	"new"	"adidas Stan Smith W Footwear White/ Footwear White/ Wonder Pink si můžete vybrat ve Footshopu jenom za 2590 Kč. Značka: adidas Originals, Barva: Bílá, Dostupné velikosti: 39 1/3,40,40 2/3,41 1/3,42"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=157414,https://www.footshop.cz/Feeds/Crop.php?img=157415,https://www.footshop.cz/Feeds/Crop.php?img=157416,https://www.footshop.cz/Feeds/Crop.php?img=157417,https://www.footshop.cz/Feeds/Crop.php?img=157418"	"Bílá"	"39 1/3,40,40 2/3,41 1/3,42"	"28522"	"Dámské tenisky a boty"	"CZ::GLS:0 CZK"	"39 1/3,40,40 2/3,41 1/3,42"	"adidas-stan-smith"	""	""	"Dostupné velikosti: 39 1/3,40,40 2/3,41 1/3,42"
"28607"	"Le Coq Sportif Lcs R800 Leather Optical White/ Scallop Sheel"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/28607-le-coq-sportif-lcs-r800-leather-optical-white-scallop-sheel.html"	"https://www.footshop.cz/Feeds/Crop.php?img=157762"	"2490.00 CZK"	"in stock"	"new"	"le coq sportif LCS R800 Leather Optical White/ Scallop Sheel si můžete vybrat ve Footshopu jenom za 2490 Kč. Značka: LE COQ SPORTIF, Barva: Růžová, Dostupné velikosti: 36,37,38,40,43,44,45"	"187"	"LE COQ SPORTIF"	"https://www.footshop.cz/Feeds/Crop.php?img=157764,https://www.footshop.cz/Feeds/Crop.php?img=157765,https://www.footshop.cz/Feeds/Crop.php?img=157763,https://www.footshop.cz/Feeds/Crop.php?img=157766,https://www.footshop.cz/Feeds/Crop.php?img=157767"	"Růžová"	"36,37,38,40,43,44,45"	"28607"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"36,37,38,40,43,44,45"	""	"4090 Kč"	"39"	"Dostupné velikosti: 36,37,38,40,43,44,45"
"27998"	"Clarks Originals Trigenic Evo Off White Combi"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/27998-clarks-originals-trigenic-evo-off-white-combi.html"	"https://www.footshop.cz/Feeds/Crop.php?img=154521"	"3790.00 CZK"	"in stock"	"new"	"Clarks Originals Trigenic Evo Off White Combi si můžete vybrat ve Footshopu jenom za 3790 Kč. Značka: Clarks Originals, Barva: Hnědá, Dostupné velikosti: 42,42.5,43,44,45,45.5"	"187"	"Clarks Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=154522,https://www.footshop.cz/Feeds/Crop.php?img=154523,https://www.footshop.cz/Feeds/Crop.php?img=154524,https://www.footshop.cz/Feeds/Crop.php?img=154525,https://www.footshop.cz/Feeds/Crop.php?img=154526"	"Hnědá"	"42,42.5,43,44,45,45.5"	"27998"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"42,42.5,43,44,45,45.5"	""	""	""	"Dostupné velikosti: 42,42.5,43,44,45,45.5"
"28003"	"Clarks Originals Trigenic Flex Natural Nubuck"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/28003-clarks-originals-trigenic-flex-natural-nubuck.html"	"https://www.footshop.cz/Feeds/Crop.php?img=154527"	"3790.00 CZK"	"in stock"	"new"	"Clarks Originals Trigenic Flex Natural Nubuck si můžete vybrat ve Footshopu jenom za 3790 Kč. Značka: Clarks Originals, Barva: Hnědá, Dostupné velikosti: 42,42.5,43,44,45,45.5,46"	"187"	"Clarks Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=154528,https://www.footshop.cz/Feeds/Crop.php?img=154529,https://www.footshop.cz/Feeds/Crop.php?img=154530,https://www.footshop.cz/Feeds/Crop.php?img=154531,https://www.footshop.cz/Feeds/Crop.php?img=154532"	"Hnědá"	"42,42.5,43,44,45,45.5,46"	"28003"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"42,42.5,43,44,45,45.5,46"	""	""	""	"Dostupné velikosti: 42,42.5,43,44,45,45.5,46"
"28990"	"Nike Air Woven Sand/ Sail-Desert Sand"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/28990-nike-air-woven-sand-sail-desert-sand.html"	"https://www.footshop.cz/Feeds/Crop.php?img=159407"	"2290.00 CZK"	"in stock"	"new"	"Nike Air Woven Sand/ Sail-Desert Sand si můžete vybrat ve Footshopu jenom za 2290 Kč. Značka: Nike, Barva: Hnědá, Dostupné velikosti: 41,42.5,44,45,46"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=159408,https://www.footshop.cz/Feeds/Crop.php?img=159409,https://www.footshop.cz/Feeds/Crop.php?img=159410,https://www.footshop.cz/Feeds/Crop.php?img=159411,https://www.footshop.cz/Feeds/Crop.php?img=159412"	"Hnědá"	"41,42.5,44,45,46"	"28990"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"41,42.5,44,45,46"	""	"3790 Kč"	"40"	"Dostupné velikosti: 41,42.5,44,45,46"
"29416"	"Nike Air Safari Cobblestone/ Cobblestone"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/29416-nike-air-safari-cobblestone-cobblestone.html"	"https://www.footshop.cz/Feeds/Crop.php?img=161256"	"2690.00 CZK"	"in stock"	"new"	"Nike Air Safari Cobblestone/ Cobblestone si můžete vybrat ve Footshopu jenom za 2690 Kč. Značka: Nike, Barva: Šedá, Dostupné velikosti: 41,42,42.5,43,44,44.5,45,45.5,46,47"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=161258,https://www.footshop.cz/Feeds/Crop.php?img=161259,https://www.footshop.cz/Feeds/Crop.php?img=161257,https://www.footshop.cz/Feeds/Crop.php?img=161260,https://www.footshop.cz/Feeds/Crop.php?img=161261"	"Šedá"	"41,42,42.5,43,44,44.5,45,45.5,46,47"	"29416"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42,42.5,43,44,44.5,45,45.5,46,47"	""	""	""	"Dostupné velikosti: 41,42,42.5,43,44,44.5,45,45.5,46,47"
"25173"	"Asics Gel-Ptg Tan/ Tan"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/25173-asics-gel-ptg-tan-tan.html"	"https://www.footshop.cz/Feeds/Crop.php?img=140332"	"2190.00 CZK"	"in stock"	"new"	"Asics Gel-Ptg Tan/ Tan si můžete vybrat ve Footshopu jenom za 2190 Kč. Značka: Asics, Barva: Růžová, Dostupné velikosti: 37.5,38,39,40,40.5,40.5,41.5,42,42.5,43.5,44,44.5,45,46,46.5,47"	"187"	"Asics"	"https://www.footshop.cz/Feeds/Crop.php?img=140333,https://www.footshop.cz/Feeds/Crop.php?img=140334,https://www.footshop.cz/Feeds/Crop.php?img=140335,https://www.footshop.cz/Feeds/Crop.php?img=140336,https://www.footshop.cz/Feeds/Crop.php?img=140337"	"Růžová"	"37.5,38,39,40,40.5,40.5,41.5,42,42.5,43.5,44,44.5,45,46,46.5,47"	"25173"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"37.5,38,39,40,40.5,40.5,41.5,42,42.5,43.5,44,44.5,45,46,46.5,47"	""	"4390 Kč"	"50"	"Dostupné velikosti: 37.5,38,39,40,40.5,40.5,41.5,42,42.5,43.5,44,44.5,45,46,46.5,47"
"7855"	"Nike Benassi Jdi Black/ White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/7855-nike-benassi-jdi-black-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=135251"	"690.00 CZK"	"in stock"	"new"	"Nike Benassi Jdi Black/ White si můžete vybrat ve Footshopu jenom za 690 Kč. Značka: Nike, Barva: Černá, Dostupné velikosti: 38.5,40,41,42.5,44,45,46,47.5"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=135252,https://www.footshop.cz/Feeds/Crop.php?img=135253,https://www.footshop.cz/Feeds/Crop.php?img=135254,https://www.footshop.cz/Feeds/Crop.php?img=135255,https://www.footshop.cz/Feeds/Crop.php?img=135256"	"Černá"	"38.5,40,41,42.5,44,45,46,47.5"	"7855"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"38.5,40,41,42.5,44,45,46,47.5"	"nike-benassi"	""	""	"Dostupné velikosti: 38.5,40,41,42.5,44,45,46,47.5"
"29598"	"adidas Samba Og Core Black/ Ftw White/ Gum5"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/29598-adidas-samba-og-core-black-ftw-white-gum5.html"	"https://www.footshop.cz/Feeds/Crop.php?img=162241"	"2440.00 CZK"	"in stock"	"new"	"adidas Samba Og Core Black/ Ftw White/ Gum5 si můžete vybrat ve Footshopu jenom za 2440 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: 41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=162242,https://www.footshop.cz/Feeds/Crop.php?img=162243,https://www.footshop.cz/Feeds/Crop.php?img=162244,https://www.footshop.cz/Feeds/Crop.php?img=162245,https://www.footshop.cz/Feeds/Crop.php?img=162246"	"Černá"	"41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3"	"29598"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3"	"adidas-samba"	""	""	"Dostupné velikosti: 41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3"
"29749"	"Reebok Workout 85 Txt White/ Grey/ Red/ Gum"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/29749-reebok-workout-85-txt-white-grey-red-gum.html"	"https://www.footshop.cz/Feeds/Crop.php?img=163477"	"2690.00 CZK"	"in stock"	"new"	"Reebok Workout 85 TXT White/ Grey/ Red/ Gum si můžete vybrat ve Footshopu jenom za 2690 Kč. Značka: Reebok Classic, Barva: Bílá, Dostupné velikosti: 42.5,44,45.5,46"	"187"	"Reebok Classic"	"https://www.footshop.cz/Feeds/Crop.php?img=163479,https://www.footshop.cz/Feeds/Crop.php?img=163480,https://www.footshop.cz/Feeds/Crop.php?img=163478,https://www.footshop.cz/Feeds/Crop.php?img=163481,https://www.footshop.cz/Feeds/Crop.php?img=163482"	"Bílá"	"42.5,44,45.5,46"	"29749"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"42.5,44,45.5,46"	""	""	""	"Dostupné velikosti: 42.5,44,45.5,46"
"29894"	"Nike Cortez Basic Jewel ´18 Wmns Red Sepia/ Metalic Gold Star"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/29894-nike-cortez-basic-jewel-18-wmns-red-sepia-metalic-gold-star.html"	"https://www.footshop.cz/Feeds/Crop.php?img=164360"	"2390.00 CZK"	"in stock"	"new"	"Nike Cortez Basic Jewel ´18 WMNS Red Sepia/ Metalic Gold Star si můžete vybrat ve Footshopu jenom za 2390 Kč. Značka: Nike, Barva: Hnědá, Dostupné velikosti: 36.5,38,38.5,39,40,40.5"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=164361,https://www.footshop.cz/Feeds/Crop.php?img=164362,https://www.footshop.cz/Feeds/Crop.php?img=164363,https://www.footshop.cz/Feeds/Crop.php?img=164364,https://www.footshop.cz/Feeds/Crop.php?img=164365"	"Hnědá"	"36.5,38,38.5,39,40,40.5"	"29894"	"Dámské tenisky a boty"	"CZ::GLS:69 CZK"	"36.5,38,38.5,39,40,40.5"	"nike-cortez"	""	""	"Dostupné velikosti: 36.5,38,38.5,39,40,40.5"
"30029"	"adidas Predator Tango 18+ TR Yellow/ Yellow/ Solid Red"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/30029-adidas-predator-tango-18-tr-yellow-yellow-solid-red.html"	"https://www.footshop.cz/Feeds/Crop.php?img=165036"	"3790.00 CZK"	"in stock"	"new"	"adidas Predator Tango 18+ TR Yellow/ Yellow/ Solid Red si můžete vybrat ve Footshopu jenom za 3790 Kč. Značka: adidas Performance, Barva: Žlutá, Dostupné velikosti: 42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"	"187"	"adidas Performance"	"https://www.footshop.cz/Feeds/Crop.php?img=165038,https://www.footshop.cz/Feeds/Crop.php?img=165039,https://www.footshop.cz/Feeds/Crop.php?img=165037,https://www.footshop.cz/Feeds/Crop.php?img=165040,https://www.footshop.cz/Feeds/Crop.php?img=165041"	"Žlutá"	"42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"	"30029"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"	""	"5390 Kč"	"30"	"Dostupné velikosti: 42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"
"30151"	"Nike Epic React Flyknit (Gs) Wolf Grey/ White-Cool Grey"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/30151-nike-epic-react-flyknit-gs-wolf-grey-white-cool-grey.html"	"https://www.footshop.cz/Feeds/Crop.php?img=165764"	"3490.00 CZK"	"in stock"	"new"	"Nike Epic React Flyknit (GS) Wolf Grey/ White-Cool Grey si můžete vybrat ve Footshopu jenom za 3490 Kč. Značka: Nike, Barva: Šedá, Dostupné velikosti: 36,36.5,37.5,38,38.5,39,40"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=165766,https://www.footshop.cz/Feeds/Crop.php?img=165767,https://www.footshop.cz/Feeds/Crop.php?img=165765,https://www.footshop.cz/Feeds/Crop.php?img=165768,https://www.footshop.cz/Feeds/Crop.php?img=165769"	"Šedá"	"36,36.5,37.5,38,38.5,39,40"	"30151"	"Dámské tenisky a boty"	"CZ::GLS:0 CZK"	"36,36.5,37.5,38,38.5,39,40"	""	""	""	"Dostupné velikosti: 36,36.5,37.5,38,38.5,39,40"
"180"	"Vans Era Black"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/180-vans-era-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=27021"	"1590.00 CZK"	"in stock"	"new"	"Vans Era Black si můžete vybrat ve Footshopu jenom za 1590 Kč. Značka: Vans, Barva: Černá, Dostupné velikosti: 34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47"	"187"	"Vans"	"https://www.footshop.cz/Feeds/Crop.php?img=27022,https://www.footshop.cz/Feeds/Crop.php?img=27023,https://www.footshop.cz/Feeds/Crop.php?img=27024,https://www.footshop.cz/Feeds/Crop.php?img=27025"	"Černá"	"34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47"	"180"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47"	"vans-era"	""	""	"Dostupné velikosti: 34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,42.5,43,44,44.5,45,46,47"
"3583"	"adidas Stan Smith Black"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/3583-adidas-stan-smith-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=102170"	"2590.00 CZK"	"in stock"	"new"	"adidas Stan Smith Black si můžete vybrat ve Footshopu jenom za 2590 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: 36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=102171,https://www.footshop.cz/Feeds/Crop.php?img=102172,https://www.footshop.cz/Feeds/Crop.php?img=102173,https://www.footshop.cz/Feeds/Crop.php?img=102174,https://www.footshop.cz/Feeds/Crop.php?img=102175"	"Černá"	"36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"	"3583"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"	"adidas-stan-smith"	""	""	"Dostupné velikosti: 36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48,48 2/3"
